OBJECTID,stop_UID,stop_agency,stop_id,route_id
1667,MTS_11640,MTS,11640,11
1668,MTS_11641,MTS,11641,11
1669,MTS_11642,MTS,11642,120
1670,MTS_11642,MTS,11642,3
1671,MTS_11643,MTS,11643,3
1672,MTS_11644,MTS,11644,120
1673,MTS_11644,MTS,11644,3
1674,MTS_11645,MTS,11645,3
1675,MTS_11648,MTS,11648,44
1676,MTS_11652,MTS,11652,928
1677,MTS_11654,MTS,11654,20
1678,MTS_11654,MTS,11654,923
1679,MTS_11656,MTS,11656,20
1680,MTS_11656,MTS,11656,5
1681,MTS_11657,MTS,11657,12
1682,MTS_11657,MTS,11657,901
1683,MTS_11657,MTS,11657,929
1684,MTS_11659,MTS,11659,120
1685,MTS_11660,MTS,11660,44
1686,MTS_11660,MTS,11660,60
1687,MTS_11661,MTS,11661,120
1688,MTS_11662,MTS,11662,120
1689,MTS_11662,MTS,11662,25
1690,MTS_11663,MTS,11663,929
1691,MTS_11664,MTS,11664,929
1692,MTS_11666,MTS,11666,7
1693,MTS_11667,MTS,11667,929
1694,MTS_11670,MTS,11670,1
1695,MTS_11670,MTS,11670,11
1696,MTS_11671,MTS,11671,1
1697,MTS_11671,MTS,11671,11
1698,MTS_11672,MTS,11672,11
1699,MTS_11673,MTS,11673,11
1700,MTS_11675,MTS,11675,1
1701,MTS_11675,MTS,11675,11
1702,MTS_11678,MTS,11678,928
1703,MTS_11679,MTS,11679,929
1704,MTS_11680,MTS,11680,928
1705,MTS_11681,MTS,11681,929
1706,MTS_11682,MTS,11682,3
1707,MTS_11684,MTS,11684,2
1708,MTS_11687,MTS,11687,6
1709,MTS_11688,MTS,11688,6
1710,MTS_11692,MTS,11692,2
1711,MTS_11693,MTS,11693,2
1712,MTS_11693,MTS,11693,6
1713,MTS_11694,MTS,11694,2
1714,MTS_11696,MTS,11696,2
1715,MTS_11697,MTS,11697,2
1716,MTS_11698,MTS,11698,928
1717,MTS_11699,MTS,11699,31
1718,MTS_11699,MTS,11699,964
1719,MTS_11700,MTS,11700,31
1720,MTS_11700,MTS,11700,964
1721,MTS_11701,MTS,11701,31
1722,MTS_11703,MTS,11703,31
1723,MTS_11705,MTS,11705,928
1724,MTS_11710,MTS,11710,964
1725,MTS_11712,MTS,11712,965
1726,MTS_11713,MTS,11713,965
1727,MTS_11714,MTS,11714,929
1728,MTS_11715,MTS,11715,929
1729,MTS_11716,MTS,11716,965
1730,MTS_11717,MTS,11717,965
1731,MTS_11718,MTS,11718,965
1732,MTS_11719,MTS,11719,965
1733,MTS_11721,MTS,11721,25
1734,MTS_11724,MTS,11724,955
1735,MTS_11727,MTS,11727,13
1736,MTS_11729,MTS,11729,13
1737,MTS_11730,MTS,11730,929
1738,MTS_11732,MTS,11732,25
1739,MTS_11733,MTS,11733,929
1740,MTS_11735,MTS,11735,13
1741,MTS_11737,MTS,11737,3
1742,MTS_11737,MTS,11737,955
1743,MTS_11738,MTS,11738,955
1744,MTS_11741,MTS,11741,20
1745,MTS_11742,MTS,11742,929
1746,MTS_11743,MTS,11743,929
1747,MTS_11744,MTS,11744,20
1748,MTS_11745,MTS,11745,929
1749,MTS_11748,MTS,11748,929
1750,MTS_11749,MTS,11749,13
1751,MTS_11749,MTS,11749,3
1752,MTS_11750,MTS,11750,917
1753,MTS_11750,MTS,11750,955
1754,MTS_11751,MTS,11751,20
1755,MTS_11754,MTS,11754,929
1756,MTS_11755,MTS,11755,955
1757,MTS_11756,MTS,11756,917
1758,MTS_11756,MTS,11756,955
1759,MTS_11759,MTS,11759,917
1760,MTS_11759,MTS,11759,955
1761,MTS_11760,MTS,11760,917
1762,MTS_11760,MTS,11760,955
1763,MTS_11761,MTS,11761,917
1764,MTS_11761,MTS,11761,955
1765,MTS_11763,MTS,11763,917
1766,MTS_11764,MTS,11764,917
1767,MTS_11765,MTS,11765,917
1768,MTS_11766,MTS,11766,917
1769,MTS_11767,MTS,11767,12
1770,MTS_11768,MTS,11768,917
1771,MTS_11769,MTS,11769,704
1772,MTS_11769,MTS,11769,929
1773,MTS_11770,MTS,11770,945
1774,MTS_11771,MTS,11771,929
1775,MTS_11773,MTS,11773,929
1776,MTS_11775,MTS,11775,14
1777,MTS_11777,MTS,11777,929
1778,MTS_11778,MTS,11778,856
1779,MTS_11778,MTS,11778,936
1780,MTS_11779,MTS,11779,929
1781,MTS_11780,MTS,11780,115
1782,MTS_11780,MTS,11780,14
1783,MTS_11781,MTS,11781,856
1784,MTS_11781,MTS,11781,936
1785,MTS_11783,MTS,11783,929
1786,MTS_11784,MTS,11784,929
1787,MTS_11785,MTS,11785,115
1788,MTS_11785,MTS,11785,14
1789,MTS_11786,MTS,11786,929
1790,MTS_11788,MTS,11788,929
1791,MTS_11789,MTS,11789,929
1792,MTS_11791,MTS,11791,856
1793,MTS_11791,MTS,11791,916
1794,MTS_11791,MTS,11791,936
1795,MTS_11793,MTS,11793,916
1796,MTS_11794,MTS,11794,14
1797,MTS_11795,MTS,11795,916
1798,MTS_11796,MTS,11796,916
1799,MTS_11797,MTS,11797,916
1800,MTS_11798,MTS,11798,916
1801,MTS_11800,MTS,11800,4
1802,MTS_11801,MTS,11801,4
1803,MTS_11803,MTS,11803,12
1804,MTS_11803,MTS,11803,4
1805,MTS_11804,MTS,11804,854
1806,MTS_11805,MTS,11805,936
1807,MTS_11806,MTS,11806,936
1808,MTS_11807,MTS,11807,936
1809,MTS_11808,MTS,11808,936
1810,MTS_11809,MTS,11809,4
1811,MTS_11810,MTS,11810,936
1812,MTS_11811,MTS,11811,115
1813,MTS_11811,MTS,11811,854
1814,MTS_11817,MTS,11817,115
1815,MTS_11817,MTS,11817,854
1816,MTS_11818,MTS,11818,115
1817,MTS_11818,MTS,11818,854
1818,MTS_11819,MTS,11819,852
1819,MTS_11820,MTS,11820,856
1820,MTS_11820,MTS,11820,936
1821,MTS_11820,MTS,11820,962
1822,MTS_11824,MTS,11824,30
1823,MTS_11825,MTS,11825,30
1824,MTS_11826,MTS,11826,30
1825,MTS_11827,MTS,11827,30
1826,MTS_11829,MTS,11829,30
1827,MTS_11831,MTS,11831,30
1828,MTS_11832,MTS,11832,30
1829,MTS_11833,MTS,11833,30
1830,MTS_11835,MTS,11835,140
1831,MTS_11835,MTS,11835,30
1832,MTS_11837,MTS,11837,8
1833,MTS_11841,MTS,11841,923
1834,MTS_11843,MTS,11843,8
1835,MTS_11844,MTS,11844,8
1836,MTS_11845,MTS,11845,8
1837,MTS_11846,MTS,11846,8
1838,MTS_11847,MTS,11847,30
1839,MTS_11849,MTS,11849,8
1840,MTS_11850,MTS,11850,30
1841,MTS_11851,MTS,11851,923
1842,MTS_11852,MTS,11852,30
1843,MTS_11853,MTS,11853,84
1844,MTS_11854,MTS,11854,35
1845,MTS_11854,MTS,11854,923
1846,MTS_11856,MTS,11856,84
1847,MTS_11859,MTS,11859,84
1848,MTS_11861,MTS,11861,84
1849,MTS_11863,MTS,11863,84
1850,MTS_11864,MTS,11864,84
1851,MTS_11866,MTS,11866,35
1852,MTS_11866,MTS,11866,923
1853,MTS_11867,MTS,11867,30
1854,MTS_11868,MTS,11868,84
1855,MTS_11869,MTS,11869,84
1856,MTS_11870,MTS,11870,35
1857,MTS_11870,MTS,11870,923
1858,MTS_11873,MTS,11873,30
1859,MTS_11876,MTS,11876,30
1860,MTS_11878,MTS,11878,35
1861,MTS_11881,MTS,11881,9
1862,MTS_11882,MTS,11882,978
1863,MTS_11885,MTS,11885,985
1864,MTS_11886,MTS,11886,9
1865,MTS_11889,MTS,11889,9
1866,MTS_11890,MTS,11890,84
1867,MTS_11891,MTS,11891,84
1868,MTS_11892,MTS,11892,84
1869,MTS_11893,MTS,11893,84
1870,MTS_11894,MTS,11894,9
1871,MTS_11896,MTS,11896,9
1872,MTS_11897,MTS,11897,84
1873,MTS_11902,MTS,11902,237
1874,MTS_11903,MTS,11903,41
1875,MTS_11903,MTS,11903,921
1876,MTS_11906,MTS,11906,28
1877,MTS_11909,MTS,11909,201
1878,MTS_11910,MTS,11910,28
1879,MTS_11913,MTS,11913,979
1880,MTS_11915,MTS,11915,202
1881,MTS_11916,MTS,11916,28
1882,MTS_11919,MTS,11919,105
1883,MTS_11921,MTS,11921,41
1884,MTS_11923,MTS,11923,237
1885,MTS_11923,MTS,11923,41
1886,MTS_11923,MTS,11923,921
1887,MTS_11924,MTS,11924,105
1888,MTS_11924,MTS,11924,41
1889,MTS_11928,MTS,11928,28
1890,MTS_11929,MTS,11929,105
1891,MTS_11930,MTS,11930,105
1892,MTS_11932,MTS,11932,105
1893,MTS_11932,MTS,11932,43
1894,MTS_11933,MTS,11933,105
1895,MTS_11933,MTS,11933,43
1896,MTS_11935,MTS,11935,105
1897,MTS_11935,MTS,11935,41
1898,MTS_11936,MTS,11936,105
1899,MTS_12040,MTS,12040,3
1900,MTS_12041,MTS,12041,120
1901,MTS_12041,MTS,12041,3
1902,MTS_12042,MTS,12042,3
1903,MTS_12046,MTS,12046,44
1904,MTS_12048,MTS,12048,12
1905,MTS_12048,MTS,12048,5
1906,MTS_12048,MTS,12048,901
1907,MTS_12048,MTS,12048,929
1908,MTS_12049,MTS,12049,110
1909,MTS_12049,MTS,12049,280
1910,MTS_12049,MTS,12049,290
1911,MTS_12050,MTS,12050,12
1912,MTS_12050,MTS,12050,901
1913,MTS_12050,MTS,12050,929
1914,MTS_12051,MTS,12051,120
1915,MTS_12053,MTS,12053,7
1916,MTS_12059,MTS,12059,44
1917,MTS_12059,MTS,12059,60
1918,MTS_12060,MTS,12060,7
1919,MTS_12061,MTS,12061,120
1920,MTS_12061,MTS,12061,25
1921,MTS_12062,MTS,12062,7
1922,MTS_12064,MTS,12064,215
1923,MTS_12064,MTS,12064,7
1924,MTS_12065,MTS,12065,11
1925,MTS_12066,MTS,12066,7
1926,MTS_12067,MTS,12067,7
1927,MTS_12068,MTS,12068,215
1928,MTS_12068,MTS,12068,7
1929,MTS_12069,MTS,12069,928
1930,MTS_12071,MTS,12071,921
1931,MTS_12071,MTS,12071,964
1932,MTS_12073,MTS,12073,921
1933,MTS_12073,MTS,12073,964
1934,MTS_12075,MTS,12075,928
1935,MTS_12076,MTS,12076,3
1936,MTS_12077,MTS,12077,929
1937,MTS_12078,MTS,12078,6
1938,MTS_12082,MTS,12082,2
1939,MTS_12082,MTS,12082,6
1940,MTS_12084,MTS,12084,2
1941,MTS_12084,MTS,12084,6
1942,MTS_12086,MTS,12086,2
1943,MTS_12089,MTS,12089,2
1944,MTS_12091,MTS,12091,2
1945,MTS_12093,MTS,12093,2
1946,MTS_12096,MTS,12096,2
1947,MTS_12099,MTS,12099,2
1948,MTS_12107,MTS,12107,928
1949,MTS_12108,MTS,12108,110
1950,MTS_12108,MTS,12108,237
1951,MTS_12108,MTS,12108,921
1952,MTS_12109,MTS,12109,921
1953,MTS_12110,MTS,12110,929
1954,MTS_12111,MTS,12111,31
1955,MTS_12111,MTS,12111,964
1956,MTS_12112,MTS,12112,31
1957,MTS_12114,MTS,12114,928
1958,MTS_12115,MTS,12115,929
1959,MTS_12119,MTS,12119,929
1960,MTS_12120,MTS,12120,20
1961,MTS_12122,MTS,12122,20
1962,MTS_12123,MTS,12123,964
1963,MTS_12124,MTS,12124,20
1964,MTS_12125,MTS,12125,25
1965,MTS_12128,MTS,12128,25
1966,MTS_12129,MTS,12129,25
1967,MTS_12130,MTS,12130,25
1968,MTS_12131,MTS,12131,955
1969,MTS_12133,MTS,12133,20
1970,MTS_12134,MTS,12134,13
1971,MTS_12135,MTS,12135,13
1972,MTS_12136,MTS,12136,13
1973,MTS_12137,MTS,12137,929
1974,MTS_12138,MTS,12138,929
1975,MTS_12139,MTS,12139,13
1976,MTS_12140,MTS,12140,13
1977,MTS_12141,MTS,12141,13
1978,MTS_12142,MTS,12142,20
1979,MTS_12144,MTS,12144,25
1980,MTS_12145,MTS,12145,25
1981,MTS_12146,MTS,12146,20
1982,MTS_12147,MTS,12147,929
1983,MTS_12149,MTS,12149,955
1984,MTS_12150,MTS,12150,955
1985,MTS_12151,MTS,12151,13
1986,MTS_12152,MTS,12152,13
1987,MTS_12154,MTS,12154,13
1988,MTS_12155,MTS,12155,13
1989,MTS_12156,MTS,12156,20
1990,MTS_12157,MTS,12157,20
1991,MTS_12158,MTS,12158,20
1992,MTS_12159,MTS,12159,20
1993,MTS_12160,MTS,12160,20
1994,MTS_12161,MTS,12161,20
1995,MTS_12162,MTS,12162,20
1996,MTS_12164,MTS,12164,13
1997,MTS_12164,MTS,12164,3
1998,MTS_12165,MTS,12165,13
1999,MTS_12165,MTS,12165,3
2000,MTS_12166,MTS,12166,13
2001,MTS_12166,MTS,12166,3
2002,MTS_12166,MTS,12166,4
2003,MTS_12167,MTS,12167,917
2004,MTS_12167,MTS,12167,955
2005,MTS_12168,MTS,12168,917
2006,MTS_12168,MTS,12168,955
2007,MTS_12169,MTS,12169,955
2008,MTS_12170,MTS,12170,955
2009,MTS_12171,MTS,12171,955
2010,MTS_12172,MTS,12172,955
2011,MTS_12174,MTS,12174,20
2012,MTS_12176,MTS,12176,955
2013,MTS_12178,MTS,12178,945
2014,MTS_12179,MTS,12179,917
2015,MTS_12179,MTS,12179,955
2016,MTS_12180,MTS,12180,704
2017,MTS_12180,MTS,12180,929
2018,MTS_12181,MTS,12181,945
2019,MTS_12182,MTS,12182,917
2020,MTS_12182,MTS,12182,955
2021,MTS_12183,MTS,12183,955
2022,MTS_12184,MTS,12184,945
2023,MTS_12185,MTS,12185,955
2024,MTS_12186,MTS,12186,955
2025,MTS_12187,MTS,12187,955
2026,MTS_12188,MTS,12188,945
2027,MTS_12189,MTS,12189,704
2028,MTS_12189,MTS,12189,929
2029,MTS_12190,MTS,12190,917
2030,MTS_12191,MTS,12191,14
2031,MTS_12192,MTS,12192,945
2032,MTS_12194,MTS,12194,704
2033,MTS_12194,MTS,12194,929
2034,MTS_12195,MTS,12195,917
2035,MTS_12196,MTS,12196,704
2036,MTS_12196,MTS,12196,929
2037,MTS_12198,MTS,12198,945
2038,MTS_12199,MTS,12199,945
2039,MTS_12200,MTS,12200,945
2040,MTS_12201,MTS,12201,704
2041,MTS_12201,MTS,12201,929
2042,MTS_12202,MTS,12202,20
2043,MTS_12203,MTS,12203,856
2044,MTS_12203,MTS,12203,936
2045,MTS_12205,MTS,12205,115
2046,MTS_12205,MTS,12205,14
2047,MTS_12206,MTS,12206,856
2048,MTS_12206,MTS,12206,936
2049,MTS_12207,MTS,12207,856
2050,MTS_12207,MTS,12207,936
2051,MTS_12209,MTS,12209,856
2052,MTS_12209,MTS,12209,936
2053,MTS_12211,MTS,12211,929
2054,MTS_12212,MTS,12212,929
2055,MTS_12213,MTS,12213,929
2056,MTS_12215,MTS,12215,856
2057,MTS_12215,MTS,12215,936
2058,MTS_12218,MTS,12218,115
2059,MTS_12218,MTS,12218,14
2060,MTS_12232,MTS,12232,14
2061,MTS_12233,MTS,12233,115
2062,MTS_12234,MTS,12234,14
2063,MTS_12235,MTS,12235,916
2064,MTS_12236,MTS,12236,916
2065,MTS_12238,MTS,12238,4
2066,MTS_12239,MTS,12239,12
2067,MTS_12239,MTS,12239,4
2068,MTS_12240,MTS,12240,1
2069,MTS_12241,MTS,12241,12
2070,MTS_12241,MTS,12241,4
2071,MTS_12242,MTS,12242,936
2072,MTS_12243,MTS,12243,936
2073,MTS_12244,MTS,12244,936
2074,MTS_12246,MTS,12246,4
2075,MTS_12250,MTS,12250,115
2076,MTS_12250,MTS,12250,854
2077,MTS_12253,MTS,12253,115
2078,MTS_12253,MTS,12253,854
2079,MTS_12255,MTS,12255,30
2080,MTS_12257,MTS,12257,30
2081,MTS_12258,MTS,12258,30
2082,MTS_12259,MTS,12259,30
2083,MTS_12260,MTS,12260,30
2084,MTS_12261,MTS,12261,30
2085,MTS_12263,MTS,12263,30
2086,MTS_12264,MTS,12264,30
2087,MTS_12266,MTS,12266,30
2088,MTS_12268,MTS,12268,30
2089,MTS_12269,MTS,12269,30
2090,MTS_12270,MTS,12270,27
2091,MTS_12270,MTS,12270,30
2092,MTS_12272,MTS,12272,30
2093,MTS_12279,MTS,12279,8
2094,MTS_12280,MTS,12280,8
2095,MTS_12281,MTS,12281,30
2096,MTS_12282,MTS,12282,8
2097,MTS_12284,MTS,12284,30
2098,MTS_12286,MTS,12286,30
2099,MTS_12287,MTS,12287,84
2100,MTS_12289,MTS,12289,84
2101,MTS_12292,MTS,12292,84
2102,MTS_12294,MTS,12294,84
2103,MTS_12297,MTS,12297,84
2104,MTS_12299,MTS,12299,84
2105,MTS_12302,MTS,12302,84
2106,MTS_12303,MTS,12303,84
2107,MTS_12304,MTS,12304,84
2108,MTS_12305,MTS,12305,35
2109,MTS_12305,MTS,12305,923
2110,MTS_12308,MTS,12308,30
2111,MTS_12310,MTS,12310,30
2112,MTS_12313,MTS,12313,9
2113,MTS_12315,MTS,12315,84
2114,MTS_12316,MTS,12316,985
2115,MTS_12317,MTS,12317,84
2116,MTS_12319,MTS,12319,84
2117,MTS_12320,MTS,12320,202
2118,MTS_12320,MTS,12320,237
2119,MTS_12320,MTS,12320,30
2120,MTS_12320,MTS,12320,974
2121,MTS_12321,MTS,12321,84
2122,MTS_12323,MTS,12323,9
2123,MTS_12324,MTS,12324,9
2124,MTS_12325,MTS,12325,9
2125,MTS_12326,MTS,12326,202
2126,MTS_12328,MTS,12328,923
2127,MTS_12330,MTS,12330,923
2128,MTS_12331,MTS,12331,28
2129,MTS_12333,MTS,12333,28
2130,MTS_12335,MTS,12335,28
2131,MTS_12337,MTS,12337,28
2132,MTS_12338,MTS,12338,28
2133,MTS_12340,MTS,12340,28
2134,MTS_12346,MTS,12346,105
2135,MTS_12347,MTS,12347,35
2136,MTS_12349,MTS,12349,105
2137,MTS_12350,MTS,12350,28
2138,MTS_12351,MTS,12351,105
2139,MTS_12352,MTS,12352,105
2140,MTS_12354,MTS,12354,105
2141,MTS_12354,MTS,12354,41
2142,MTS_12355,MTS,12355,41
2143,MTS_12356,MTS,12356,105
2144,MTS_12356,MTS,12356,43
2145,MTS_12358,MTS,12358,105
2146,MTS_12359,MTS,12359,105
2147,MTS_12360,MTS,12360,105
2148,MTS_12362,MTS,12362,44
2149,MTS_12363,MTS,12363,44
2150,MTS_12366,MTS,12366,10
2151,MTS_12367,MTS,12367,105
2152,MTS_12368,MTS,12368,41
2153,MTS_12377,MTS,12377,10
2154,MTS_12380,MTS,12380,41
2155,MTS_12389,MTS,12389,923
2156,MTS_12389,MTS,12389,992
2157,MTS_12395,MTS,12395,923
2158,MTS_12395,MTS,12395,992
2159,MTS_12400,MTS,12400,25
2160,MTS_12400,MTS,12400,41
2161,MTS_12400,MTS,12400,928
2162,MTS_12402,MTS,12402,110
2163,MTS_12403,MTS,12403,41
2164,MTS_12404,MTS,12404,83
2165,MTS_12406,MTS,12406,83
2166,MTS_12410,MTS,12410,120
2167,MTS_12411,MTS,12411,11
2168,MTS_12412,MTS,12412,11
2169,MTS_12414,MTS,12414,11
2170,MTS_12415,MTS,12415,11
2171,MTS_12416,MTS,12416,11
2172,MTS_12417,MTS,12417,11
2173,MTS_12418,MTS,12418,11
2174,MTS_12419,MTS,12419,44
2175,MTS_12420,MTS,12420,44
2176,MTS_12421,MTS,12421,44
2177,MTS_12425,MTS,12425,3
2178,MTS_12426,MTS,12426,120
2179,MTS_12426,MTS,12426,3
2180,MTS_12427,MTS,12427,120
2181,MTS_12427,MTS,12427,3
2182,MTS_12429,MTS,12429,3
2183,MTS_12430,MTS,12430,3
2184,MTS_12431,MTS,12431,120
2185,MTS_12432,MTS,12432,3
2186,MTS_12434,MTS,12434,120
2187,MTS_12434,MTS,12434,3
2188,MTS_12438,MTS,12438,923
2189,MTS_12439,MTS,12439,3
2190,MTS_12441,MTS,12441,12
2191,MTS_12441,MTS,12441,901
2192,MTS_12441,MTS,12441,929
2193,MTS_12442,MTS,12442,120
2194,MTS_12444,MTS,12444,120
2195,MTS_12446,MTS,12446,120
2196,MTS_12446,MTS,12446,25
2197,MTS_12447,MTS,12447,929
2198,MTS_12451,MTS,12451,929
2199,MTS_12453,MTS,12453,1
2200,MTS_12453,MTS,12453,11
2201,MTS_12454,MTS,12454,1
2202,MTS_12454,MTS,12454,11
2203,MTS_12455,MTS,12455,11
2204,MTS_12456,MTS,12456,7
2205,MTS_12457,MTS,12457,7
2206,MTS_12458,MTS,12458,215
2207,MTS_12458,MTS,12458,7
2208,MTS_12462,MTS,12462,929
2209,MTS_12463,MTS,12463,929
2210,MTS_12464,MTS,12464,3
2211,MTS_12465,MTS,12465,3
2212,MTS_12466,MTS,12466,3
2213,MTS_12468,MTS,12468,928
2214,MTS_12469,MTS,12469,6
2215,MTS_12474,MTS,12474,2
2216,MTS_12475,MTS,12475,2
2217,MTS_12475,MTS,12475,6
2218,MTS_12476,MTS,12476,2
2219,MTS_12478,MTS,12478,2
2220,MTS_12479,MTS,12479,2
2221,MTS_12485,MTS,12485,928
2222,MTS_12488,MTS,12488,929
2223,MTS_12489,MTS,12489,31
2224,MTS_12493,MTS,12493,929
2225,MTS_12496,MTS,12496,929
2226,MTS_12497,MTS,12497,929
2227,MTS_12498,MTS,12498,20
2228,MTS_12500,MTS,12500,929
2229,MTS_12503,MTS,12503,929
2230,MTS_12505,MTS,12505,929
2231,MTS_12508,MTS,12508,4
2232,MTS_12510,MTS,12510,20
2233,MTS_12512,MTS,12512,955
2234,MTS_12513,MTS,12513,955
2235,MTS_12514,MTS,12514,955
2236,MTS_12515,MTS,12515,13
2237,MTS_12516,MTS,12516,13
2238,MTS_12517,MTS,12517,13
2239,MTS_12518,MTS,12518,13
2240,MTS_12519,MTS,12519,929
2241,MTS_12520,MTS,12520,929
2242,MTS_12521,MTS,12521,13
2243,MTS_12524,MTS,12524,13
2244,MTS_12526,MTS,12526,20
2245,MTS_12527,MTS,12527,13
2246,MTS_12528,MTS,12528,13
2247,MTS_12529,MTS,12529,13
2248,MTS_12530,MTS,12530,13
2249,MTS_12531,MTS,12531,13
2250,MTS_12532,MTS,12532,929
2251,MTS_12534,MTS,12534,20
2252,MTS_12537,MTS,12537,20
2253,MTS_12538,MTS,12538,20
2254,MTS_12539,MTS,12539,929
2255,MTS_12540,MTS,12540,20
2256,MTS_12541,MTS,12541,13
2257,MTS_12541,MTS,12541,3
2258,MTS_12542,MTS,12542,13
2259,MTS_12542,MTS,12542,3
2260,MTS_12543,MTS,12543,916
2261,MTS_12543,MTS,12543,955
2262,MTS_12544,MTS,12544,916
2263,MTS_12544,MTS,12544,955
2264,MTS_12545,MTS,12545,916
2265,MTS_12545,MTS,12545,955
2266,MTS_12547,MTS,12547,704
2267,MTS_12547,MTS,12547,929
2268,MTS_12548,MTS,12548,916
2269,MTS_12548,MTS,12548,955
2270,MTS_12549,MTS,12549,916
2271,MTS_12549,MTS,12549,955
2272,MTS_12550,MTS,12550,916
2273,MTS_12550,MTS,12550,955
2274,MTS_12551,MTS,12551,955
2275,MTS_12552,MTS,12552,955
2276,MTS_12553,MTS,12553,704
2277,MTS_12553,MTS,12553,929
2278,MTS_12554,MTS,12554,945
2279,MTS_12555,MTS,12555,916
2280,MTS_12556,MTS,12556,916
2281,MTS_12557,MTS,12557,704
2282,MTS_12557,MTS,12557,929
2283,MTS_12558,MTS,12558,945
2284,MTS_12559,MTS,12559,704
2285,MTS_12559,MTS,12559,929
2286,MTS_12562,MTS,12562,14
2287,MTS_12563,MTS,12563,856
2288,MTS_12563,MTS,12563,936
2289,MTS_12564,MTS,12564,856
2290,MTS_12564,MTS,12564,936
2291,MTS_12565,MTS,12565,929
2292,MTS_12566,MTS,12566,115
2293,MTS_12566,MTS,12566,14
2294,MTS_12573,MTS,12573,14
2295,MTS_12574,MTS,12574,917
2296,MTS_12575,MTS,12575,917
2297,MTS_12576,MTS,12576,917
2298,MTS_12577,MTS,12577,4
2299,MTS_12578,MTS,12578,12
2300,MTS_12578,MTS,12578,4
2301,MTS_12579,MTS,12579,936
2302,MTS_12581,MTS,12581,936
2303,MTS_12582,MTS,12582,936
2304,MTS_12583,MTS,12583,936
2305,MTS_12584,MTS,12584,4
2306,MTS_12588,MTS,12588,851
2307,MTS_12588,MTS,12588,856
2308,MTS_12588,MTS,12588,936
2309,MTS_12588,MTS,12588,962
2310,MTS_12589,MTS,12589,115
2311,MTS_12589,MTS,12589,854
2312,MTS_12593,MTS,12593,30
2313,MTS_12594,MTS,12594,30
2314,MTS_12595,MTS,12595,30
2315,MTS_12597,MTS,12597,30
2316,MTS_12598,MTS,12598,30
2317,MTS_12599,MTS,12599,30
2318,MTS_12602,MTS,12602,8
2319,MTS_12603,MTS,12603,923
2320,MTS_12604,MTS,12604,8
2321,MTS_12605,MTS,12605,8
2322,MTS_12606,MTS,12606,30
2323,MTS_12608,MTS,12608,30
2324,MTS_12609,MTS,12609,8
2325,MTS_12610,MTS,12610,923
2326,MTS_12612,MTS,12612,8
2327,MTS_12613,MTS,12613,30
2328,MTS_12614,MTS,12614,8
2329,MTS_12615,MTS,12615,30
2330,MTS_12616,MTS,12616,35
2331,MTS_12616,MTS,12616,923
2332,MTS_12617,MTS,12617,84
2333,MTS_12618,MTS,12618,35
2334,MTS_12618,MTS,12618,923
2335,MTS_12619,MTS,12619,84
2336,MTS_12623,MTS,12623,30
2337,MTS_12625,MTS,12625,35
2338,MTS_12625,MTS,12625,923
2339,MTS_12626,MTS,12626,30
2340,MTS_12627,MTS,12627,84
2341,MTS_12629,MTS,12629,84
2342,MTS_12634,MTS,12634,30
2343,MTS_12638,MTS,12638,9
2344,MTS_12640,MTS,12640,84
2345,MTS_12641,MTS,12641,9
2346,MTS_12642,MTS,12642,9
2347,MTS_12643,MTS,12643,84
2348,MTS_12645,MTS,12645,9
2349,MTS_12646,MTS,12646,9
2350,MTS_12647,MTS,12647,9
2351,MTS_12648,MTS,12648,84
2352,MTS_12650,MTS,12650,9
2353,MTS_12654,MTS,12654,28
2354,MTS_12654,MTS,12654,84
2355,MTS_12657,MTS,12657,28
2356,MTS_12661,MTS,12661,28
2357,MTS_12662,MTS,12662,201
2358,MTS_12665,MTS,12665,28
2359,MTS_12666,MTS,12666,41
2360,MTS_12668,MTS,12668,105
2361,MTS_12668,MTS,12668,41
2362,MTS_12669,MTS,12669,28
2363,MTS_12670,MTS,12670,105
2364,MTS_12672,MTS,12672,105
2365,MTS_12672,MTS,12672,43
2366,MTS_12673,MTS,12673,105
2367,MTS_12674,MTS,12674,105
2368,MTS_12674,MTS,12674,43
2369,MTS_12675,MTS,12675,28
2370,MTS_12675,MTS,12675,35
2371,MTS_12676,MTS,12676,105
2372,MTS_12676,MTS,12676,43
2373,MTS_12677,MTS,12677,105
2374,MTS_12677,MTS,12677,41
2375,MTS_12678,MTS,12678,41
2376,MTS_12679,MTS,12679,28
2377,MTS_12679,MTS,12679,35
2378,MTS_12679,MTS,12679,8
2379,MTS_12679,MTS,12679,9
2380,MTS_12680,MTS,12680,105
2381,MTS_12681,MTS,12681,105
2382,MTS_12681,MTS,12681,43
2383,MTS_12684,MTS,12684,105
2384,MTS_12684,MTS,12684,43
2385,MTS_12685,MTS,12685,105
2386,MTS_12685,MTS,12685,43
2387,MTS_12686,MTS,12686,105
2388,MTS_12688,MTS,12688,41
2389,MTS_12689,MTS,12689,105
2390,MTS_12689,MTS,12689,44
2391,MTS_12689,MTS,12689,83
2392,MTS_12689,MTS,12689,88
2393,MTS_12690,MTS,12690,105
2394,MTS_12691,MTS,12691,10
2395,MTS_12692,MTS,12692,88
2396,MTS_12693,MTS,12693,105
2397,MTS_12694,MTS,12694,41
2398,MTS_12695,MTS,12695,105
2399,MTS_12696,MTS,12696,41
2400,MTS_12697,MTS,12697,41
2401,MTS_12698,MTS,12698,105
