"OBJECTID","stop_uid","stop_agency","stop_id.x","route_id","objectid","stop_id.y","stop_code","stop_name","stop_lat","stop_lon","stop_agncy","wheelchair","intersec","stop_place","parent_sta","lat","lng","geometry"
"74",4649,"MTS_75068","MTS",75068,"520",3570,"75068",75068,"Euclid Ave Station",32.709584,-117.086129,"MTS",0,NA,"eucS","eucS",32.7095791946063,-117.086117213193,c(-117.086117213193, 32.7095791937475)
"76",4651,"MTS_75070","MTS",75070,"520",3572,"75070",75070,"47th Street Station",32.708439,-117.094819,"MTS",0,NA,"47tS","47tS",32.7084343156894,-117.09480721174,c(-117.09480721174, 32.7084343148306)
"78",4653,"MTS_75072","MTS",75072,"520",3574,"75072",75072,"32nd/Commercial St Station",32.70577,-117.124753,"MTS",0,NA,"32nS","32nS",32.7057651679045,-117.124741107182,c(-117.124741107182, 32.7057651670457)
"80",4655,"MTS_75074","MTS",75074,"520",3576,"75074",75074,"25th & Commercial St Station",32.705277,-117.138731,"MTS",0,NA,"25tS","25tS",32.7052721882425,-117.138719104193,c(-117.138719104193, 32.7052721873838)
"82",4657,"MTS_75076","MTS",75076,"510",3578,"75076",75076,"Washington Street Station",32.741724,-117.184468,"MTS",0,NA,"wasS","wasS",32.7417191764235,-117.18445599418,c(-117.18445599418, 32.7417191755642)
"86",4661,"MTS_75078","MTS",75078,"510",3580,"75078",75078,"Middletown Station",32.733786,-117.174923,"MTS",0,NA,"midS","midS",32.7337810967587,-117.174911096405,c(-117.174911096405, 32.7337810958995)
"90",4665,"MTS_75080","MTS",75080,"510",3582,"75080",75080,"County Center/Little Italy Station",32.721494,-117.169898,"MTS",0,NA,"cocS","cocS",32.7214891081864,-117.169886097982,c(-117.169886097982, 32.7214891073274)
"94",4669,"MTS_75082","MTS",75082,"510",3584,"75082",75082,"Santa Fe Depot",32.717325,-117.169861,"MTS",0,NA,"sfdS","sfdS",32.7173201587923,-117.16984899877,c(-117.16984899877, 32.7173201579334)
"98",4673,"MTS_75084","MTS",75084,"510",3586,"75084",75084,"America Plaza Station",32.716386,-117.168811,"MTS",0,NA,"apzS","apzS",32.7163811186927,-117.168799197956,c(-117.168799197956, 32.7163811178338)
"100",4675,"MTS_75086","MTS",75086,"510",3588,"75086",75086,"Civic Center Station",32.71671,-117.162471,"MTS",0,NA,"civS","civS",32.7167052384376,-117.162459000031,c(-117.162459000031, 32.7167052375787)
"104",4679,"MTS_75088","MTS",75088,"510",3590,"75088",75088,"Fifth Avenue Station",32.71679,-117.159678,"MTS",0,NA,"5thS","5thS",32.7167852380135,-117.159665999605,c(-117.159665999605, 32.7167852371546)
"108",4683,"MTS_75090","MTS",75090,"510",3592,"75090",75090,"City College Station",32.716289,-117.154173,"MTS",0,NA,"ccoS","ccoS",32.7162842580112,-117.154161001635,c(-117.154161001635, 32.7162842571523)
"112",4687,"MTS_75092","MTS",75092,"510",3594,"75092",75092,"Park & Market Station",32.71106,-117.153721,"MTS",0,NA,"marS","marS",32.7110552284342,-117.153709101345,c(-117.153709101345, 32.7110552275754)
"116",4691,"MTS_75094","MTS",75094,"530",3596,"75094",75094,"Seaport Village Station",32.71174,-117.168452,"MTS",0,NA,"seaS","seaS",32.7117352291485,-117.168440299307,c(-117.168440299307, 32.7117352282897)
"118",4693,"MTS_75096","MTS",75096,"530",3598,"75096",75096,"Convention Center Station",32.708981,-117.163463,"MTS",0,NA,"conS","conS",32.7089762192035,-117.163451200262,c(-117.163451200262, 32.7089762183447)
"120",4695,"MTS_75098","MTS",75098,"530",3600,"75098",75098,"Gaslamp Quarter Station",32.706942,-117.159763,"MTS",0,NA,"gasS","gasS",32.7069372392192,-117.159751000441,c(-117.159751000441, 32.7069372383604)
"122",4697,"MTS_75100","MTS",75100,"530",3602,"75100",75100,"12th & Imperial Station (Bayside)",32.705234,-117.1539,"MTS",0,NA,"imtS","imtS",32.7052292693982,-117.153888002487,c(-117.153888002487, 32.7052292685394)
"123",4698,"MTS_75102","MTS",75102,"510",3603,"75102",75102,"12th & Imperial Station",32.70587,-117.153218,"MTS",0,NA,"12tS","12tS",32.7058653287555,-117.153206002628,c(-117.153206002628, 32.7058653278967)
"127",4702,"MTS_75104","MTS",75104,"510",3605,"75104",75104,"Harborside Station",32.691326,-117.132864,"MTS",0,NA,"harS","harS",32.6913211393753,-117.13285200644,c(-117.13285200644, 32.6913211385167)
"129",4704,"MTS_75106","MTS",75106,"510",3607,"75106",75106,"Pacific Fleet Station",32.686099,-117.124791,"MTS",0,NA,"pacS","pacS",32.6860941294764,-117.124779008163,c(-117.124779008163, 32.6860941286179)
"131",4706,"MTS_75109","MTS",75109,"520",3609,"75109",75109,"Courthouse Station",32.716716,-117.166024,"MTS",0,NA,"corsta","corsta",32.7167107876782,-117.166011698778,c(-117.166011698778, 32.7167107868193)
"132",4707,"MTS_77770","MTS",77770,"510",3610,"77770",77770,"Tecolote Road Station",32.769812,-117.205089,"MTS",0,NA,"tecS","tecS",32.7698073232868,-117.205076588285,c(-117.205076588285, 32.7698073224272)
"134",4709,"MTS_77772","MTS",77772,"510",3612,"77772",77772,"Clairemont Drive Station",32.78998,-117.206187,"MTS",0,NA,"claS","claS",32.7899749315225,-117.206175186647,c(-117.206175186647, 32.7899749306626)
"136",4711,"MTS_77774","MTS",77774,"510",3614,"77774",77774,"Balboa Avenue Station",32.805738,-117.21406,"MTS",0,NA,"balS","balS",32.8057331303177,-117.214047983973,c(-117.214047983973, 32.8057331294576)
"138",4713,"MTS_77776","MTS",77776,"510",3616,"77776",77776,"Nobel Drive Station",32.866862,-117.230462,"MTS",0,NA,"nobS","nobS",32.8668569541041,-117.230450077613,c(-117.230450077613, 32.8668569532431)
"140",4715,"MTS_77779","MTS",77779,"510",3618,"77779",77779,"VA Medical Center Station",32.874154,-117.22993,"MTS",0,NA,"vahS","vahS",32.8741491832866,-117.229917676833,c(-117.229917676833, 32.8741491824255)
"142",4717,"MTS_77781","MTS",77781,"510",3620,"77781",77781,"UCSD Central Campus Station",32.878291,-117.231847,"MTS",0,NA,"pepS","pepS",32.8782864426985,-117.231835076578,c(-117.231835076578, 32.8782864418374)
"144",4719,"MTS_77783","MTS",77783,"510",3622,"77783",77783,"UCSD Health La Jolla Station",32.881902,-117.223598,"MTS",0,NA,"voiS","voiS",32.8818970516111,-117.223585677628,c(-117.223585677628, 32.8818970507499)
"146",4721,"MTS_77785","MTS",77785,"510",3624,"77785",77785,"Executive Drive Station",32.874168,-117.214025,"MTS",0,NA,"exeS","exeS",32.8741632620452,-117.214012780174,c(-117.214012780174, 32.8741632611841)
"148",4723,"MTS_77787","MTS",77787,"510",3626,"77787",77787,"UTC Station",32.869204,-117.214011,"MTS",0,NA,"utcS","utcS",32.869199532772,-117.21399877981,c(-117.21399877981, 32.869199531911)
